StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q11,Q11_10_TEXT,Q12,Q12_6_TEXT,Q13,Q13_4_TEXT,Q14,Q15,Q15_4_TEXT,Q16,Q17,Q17_5_TEXT,Q18,Q19,Q20,Q21,Q22
2024-06-28 03:43:46,2024-06-28 03:51:01,IP Address,100,435,True,2024-06-28 03:51:02,R_8BkVL5VSxTuMuyt,anonymous,EN-GB,Male,20-22,400 Level,"Uniabuja ","NC, Nigeria",Yoruba,,Yes,Occasionally (2-3 times a year),"Websites of associations,Personal contact/ colleagues","NC, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,Tourism,Networking",,"Relevance to my field of study,Networking opportunities",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Institutional support,,No,,,"Less than ₦10,000",No,Limits access to valuable educational opportunities,"Making the scientific conference free for all medical students ","The medical students should get financial support "
2024-06-28 03:49:53,2024-06-28 03:53:12,IP Address,100,198,True,2024-06-28 03:53:13,R_8xY6gR445n1kiQo,anonymous,EN-GB,Male,23-26,600 Level,University of Benin,"SS, Nigeria",Igbo,,Yes,Rarely (Once a year),"Websites of associations,Conference invitation letters,Flyers,Journals / Newsletters","SS, Nigeria","Learning opportunity,Networking",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Comfortable,,"More than ₦100,000",Personal savings,,No,,,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Grants and provision for subsidised payment,
2024-06-28 03:47:29,2024-06-28 03:58:16,IP Address,100,647,True,2024-06-28 03:58:17,R_8awC7NWNoaHC4Vh,anonymous,EN-GB,Female,<20,400 Level,Afe Babalola University Ado Ekiti (ABUAD),"SW, Nigeria",Others,Bachama,Yes,Rarely (Once a year),"Websites of associations,Conference invitation letters,Personal contact/ colleagues,E-mails / subscriptions","SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Networking,Association related activities,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Comfortable,,"More than ₦100,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Financial support from Institutions ","Expenses of Medical school and economic state of the country with high rises in the cost of commodities, eating into our savings and destabilizing our budgets"
2024-06-28 04:42:25,2024-06-28 04:47:23,IP Address,100,297,True,2024-06-28 04:47:24,R_2KwqoIdFDuGhw7D,anonymous,EN-GB,Male,20-22,600 Level,Afe Babalola University,"SW, Nigeria",Yoruba,,No,,Personal contact/ colleagues,"SW, Nigeria,NC, Nigeria","Learning opportunity,To build resume,To maintain skill base,Tourism",,"Relevance to my field of study,Networking opportunities,Professional development",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Institutional support,,No,,,"₦21,000 - ₦40,000",Yes,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement",Grants,No
2024-06-28 08:28:26,2024-06-28 08:36:39,IP Address,100,492,True,2024-06-28 08:36:40,R_8q4VZTGjmgPCmjV,anonymous,EN-GB,Male,20-22,100 Level,"Usman danfordiyo University sokoto sokoto state ","NE, Nigeria",Others,"Nupe ",No,,"Websites of associations,E-mails / subscriptions","NC, Nigeria,NE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To maintain skill base",,"Relevance to my field of study,Networking opportunities,Professional development",,Just enough to meet basic needs,,"Less than ₦20,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation),Lack of funding/support from institution or external sources",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Some financial factor for medical student should be made free so as to reduce their burden and lack of focus,"Information communication and technology, transport and accomodation fees e.t.c."
2024-06-28 09:01:44,2024-06-28 09:06:10,IP Address,100,265,True,2024-06-28 09:06:11,R_8SJ5m0BFCgkQbw5,anonymous,EN-GB,Male,23-26,400 Level,"Benue State University ","NC, Nigeria",Others,Idoma,No,,"Websites of associations,Conference invitation letters,Flyers,Personal contact/ colleagues","SE, Nigeria,SS, Nigeria,SW, Nigeria,NE, Nigeria,NW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,Networking",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Comfortable,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","If the conferences can be held online and onsite where those who can't attend onsite can opt in to be available online, it's a good consideration. Also, publicity of these conferences should be adequately done. Most time students don't even know about these conferences. ",Nil
2024-06-28 09:20:07,2024-06-28 09:26:59,IP Address,100,411,True,2024-06-28 09:27:00,R_8xtV970G1bIPygx,anonymous,EN-GB,Female,<20,300 Level,"FEDERAL UNIVERSITY, LOKOJA","NC, Nigeria",Others,Bassa/Nupe,Yes,Rarely (Once a year),"Websites of associations,Conference invitation letters,Personal contact/ colleagues,E-mails / subscriptions","NC, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,Networking,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Increases financial strain on students",1.Reduction in price of registration payment. 2.Fund raising to cover for accomodation and student transportation. 3. Early announcement of Conferences to enable students save up before due time.,No
2024-06-28 09:28:44,2024-06-28 09:42:04,IP Address,100,799,True,2024-06-28 09:42:05,R_2aVr5tEsIuKwyVo,anonymous,EN-GB,Male,23-26,200 Level,"Delta State University,Abraka","SS, Nigeria",Igbo,,No,,,,,,,,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Others (Please specify),I don't fund any conference,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,Limits access to valuable educational opportunities,"Planing with a subplan with a subplan before starting a scientific project... Also, if it is taken as a serious thing by the school it would always happen with ease.","It is considered extra-curricula, it is considered energy and time consuming, and only few get what is promised; this notion makes it rarer event. Also the indifference that i'm more medical than other scientist and the drive embezzle or misappropriate such opportunity is part of it. The environment, the accessibility; that is where, when and how question has not been answered. And the fact that organizations and society and schools sees it as less important makes it look faint. When i saw the survey i was like what is this? The society share anyother news apart from this."
2024-06-28 09:30:16,2024-06-28 09:45:16,IP Address,100,900,True,2024-06-28 09:45:16,R_8Pe82hHuVhdZrIE,anonymous,EN-GB,Male,23-26,200 Level,Obafemi Awolowo University,"SW, Nigeria",Yoruba,,Yes,Rarely (Once a year),Personal contact/ colleagues,"SW, Nigeria",To view current research trends and keep up-to-date,,"Relevance to my field of study,Networking opportunities,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Institutional support,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"₦21,000 - ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Creating more grants to students, which should be merit-based.",Nothing more than has been asked
2024-06-28 09:50:10,2024-06-28 10:01:30,IP Address,100,680,True,2024-06-28 10:01:32,R_8C7TVSLut1uiZAw,anonymous,EN-GB,Female,<20,200 Level,"Gombe State University, College of Medical Sciences","NE, Nigeria",Hausa,,Yes,Rarely (Once a year),Websites of associations,"NE, Nigeria",Association related activities,,"Relevance to my field of study,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,Limits access to valuable educational opportunities,,
2024-06-28 10:25:15,2024-06-28 10:29:51,IP Address,100,275,True,2024-06-28 10:29:51,R_8qIQsbINpDVPOZV,anonymous,EN-GB,Female,20-22,200 Level,"Federal University of Health Sciences Otukpo, Benue State. ","NC, Nigeria",Others,Idoma,No,,Personal contact/ colleagues,,,,,,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","It would be really nice if this conferences are free or probably at low cost. ","No, please. Thank you. "
2024-06-28 11:20:17,2024-06-28 11:31:08,IP Address,100,651,True,2024-06-28 11:31:09,R_2r07JvetGZ449BK,anonymous,EN-GB,Male,20-22,300 Level,Federal University of Health Sciences Otukpo Benue State,"NC, Nigeria",Others,TIV,No,,,,"To view current research trends and keep up-to-date,Learning opportunity,To build resume,Networking,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"More than ₦40,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Here are some measures that could help alleviate the financial burden of attending scientific conferences for medical students in Nigeria:  1. Scholarships and grants: Organizations and institutions could offer scholarships and grants specifically for medical students in Nigeria to attend conferences.  2. Reduced registration fees: Conference organizers could offer discounted registration fees for students, especially from low-income countries like Nigeria.  3. Virtual attendance options: Conferences could offer virtual attendance options to reduce travel and accommodation costs.  4. Funding from universities: Universities could provide funding or sponsorship for students to attend conferences.  5. Crowdfunding: Students could use crowdfunding platforms to raise funds for conference attendance.  6. Travel awards: Professional organizations could offer travel awards to students to attend conferences.  7. Sponsorship from pharmaceutical companies: Pharmaceutical companies could sponsor students to attend conferences related to their field.  8. Group registration discounts: Conference organizers could offer discounts for group registrations from the same institution.  9. Conference scholarships from governments: Governments could provide scholarships for students to attend conferences.  10. Fundraising events: Students could organize fundraising events to raise money for conference attendance.  By implementing these measures, medical students in Nigeria could have increased access to scientific conferences, enhancing their knowledge and professional development.","Yes, here are some additional points:  1. Limited funding for research: Medical students in Nigeria often lack funding to conduct research, making it difficult to present papers at conferences.  2. High travel costs: Traveling from Nigeria to international conferences can be expensive due to high flight costs, visa fees, and accommodation expenses.  3. Limited access to information: Medical students in Nigeria may have limited access to information about conference opportunities, scholarships, and funding due to poor internet connectivity and lack of resources.  4. Language barriers: English may not be the primary language for many Nigerian medical students, creating an additional barrier to attending international conferences.  5. Visa challenges: Obtaining visas to attend conferences in other countries can be difficult and time-consuming for Nigerian citizens.  6. Limited support from institutions: Some medical schools in Nigeria may not prioritize conference attendance or provide adequate support for students to attend.  7. Brain drain: The financial barriers to attending scientific conferences may contribute to the brain drain in Nigeria's healthcare sector, as talented medical professionals seek opportunities abroad.  8. Lack of networking opportunities: Medical students in Nigeria may miss out on valuable networking opportunities, hindering their professional growth and collaboration.  9. Limited access to cutting-edge research: By not attending conferences, Nigerian medical students may have limited access to the latest research, innovations, and advancements in their field.  10. Disparity in global health representation: The underrepresentation of Nigerian medical students at international conferences may perpetuate the disparity in global health research and decision-making."
2024-06-28 13:28:02,2024-06-28 13:31:29,IP Address,100,206,True,2024-06-28 13:31:29,R_8H1hr3cyPw1skud,anonymous,EN-GB,Female,20-22,300 Level,KASU,"NW, Nigeria",Others,,No,,,,,,,,Just enough to meet basic needs,,"Less than ₦20,000",,,Yes,"High registration fees,Transportation expenses (transportation, accommodation)",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement",,
2024-06-28 16:17:27,2024-06-28 16:19:59,IP Address,100,152,True,2024-06-28 16:20:00,R_2BofnRU8RGK6uL7,anonymous,EN-GB,Female,23-26,500 Level,"University of Nigeria ","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),Personal contact/ colleagues,"NC, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To deliver papers,Networking",,"Relevance to my field of study,Networking opportunities,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Others (Please specify),Family support,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Reduce the cost ","Make transportation available if possible "
2024-06-28 21:26:24,2024-06-28 21:30:09,IP Address,100,224,True,2024-06-28 21:30:09,R_81AYp7qGkelPVsb,anonymous,EN-GB,Male,<20,100 Level,"Uniport ","SS, Nigeria",Others,"Ikwere ",No,,,,,,,,Struggling to meet basic needs.,,"Less than ₦20,000",,,,,,"Less than ₦10,000",Yes,Increases financial strain on students,It’s a medical conference go enlighten people so it should be free,
2024-06-28 23:51:03,2024-06-29 00:01:28,IP Address,100,625,True,2024-06-29 00:01:29,R_8gAeiAmcAStXCnZ,anonymous,EN-GB,Male,27-30,500 Level,"University of Ilorin ","NC, Nigeria",Others,Nupe,Yes,Occasionally (2-3 times a year),Personal contact/ colleagues,"NC, Nigeria",Learning opportunity,,Relevance to my field of study,,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation)",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Subsidize the registration costs of scientific conferences, and make allocations for atleast an almost free accomodation. ","The government can increase annual allocation to the health sector, specifically meant for scientific conferences. After all, this is for the good of the general public."
2024-06-28 23:57:38,2024-06-29 00:03:03,IP Address,100,324,True,2024-06-29 00:03:04,R_8eLeS4XxuBQSAjp,anonymous,EN-GB,Male,<20,100 Level,"Kwara State university ","SW, Nigeria",Yoruba,,No,,,"SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base",,"Relevance to my field of study,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation),Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",,
2024-06-29 02:10:50,2024-06-29 02:15:40,IP Address,100,289,True,2024-06-29 02:15:40,R_82LkAL7QMlLwPN8,anonymous,EN-GB,Male,23-26,100 Level,"University of ilorin ","NC, Nigeria",Yoruba,,Yes,Rarely (Once a year),Flyers,"SW, Nigeria,NC, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,To deliver papers,Tourism,Networking,Association related activities,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Lectures on business in medical field ","Nothing "
2024-06-29 02:58:58,2024-06-29 03:04:19,IP Address,100,321,True,2024-06-29 03:04:20,R_8gx11LgTZjidVn3,anonymous,EN-GB,Female,<20,300 Level,"Novena university ","SS, Nigeria",Others,,Yes,Rarely (Once a year),Newspapers,"SW, Nigeria",To view current research trends and keep up-to-date,,Relevance to my field of study,,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,No,,,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","The cost should be reduced ",No
2024-06-29 03:24:26,2024-06-29 03:27:09,IP Address,100,162,True,2024-06-29 03:27:10,R_21hpqgpNQdBxGBr,anonymous,EN-GB,Male,20-22,300 Level,"Federal University of Health Sciences Azare ","NE, Nigeria",Yoruba,,Yes,Rarely (Once a year),Personal contact/ colleagues,"SW, Nigeria","Learning opportunity,To maintain skill base,Association related activities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Seek for funding from relevant authorities ",Nope
2024-06-29 03:37:39,2024-06-29 03:42:52,IP Address,100,312,True,2024-06-29 03:42:53,R_2FQEpt4S6Yy8WPO,anonymous,EN-GB,Male,20-22,300 Level,"Federal University Lokoja, Kogi State ","NC, Nigeria",Yoruba,,Yes,Rarely (Once a year),Flyers,"NC, Nigeria",To view current research trends and keep up-to-date,,"Financial considerations (registration fees, travel costs, etc.)",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,High registration fees,,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement","Support from Government or NGO and if possible ,it could be made free for medical students.",No
2024-06-29 04:46:19,2024-06-29 05:07:27,IP Address,100,1267,True,2024-06-29 05:07:28,R_3a8KeOrvNZgxYRb,anonymous,EN-GB,Male,<20,200 Level,"Alhikmah university ilorin ","NC, Nigeria",Hausa,,No,,Personal contact/ colleagues,"NC, Nigeria,NW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity",,"Relevance to my field of study,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Comfortable,,"Less than ₦20,000",Institutional support,,No,,,"Less than ₦10,000",No,"Contributes to disparities in academic and professional advancement,Increases financial strain on students",Government should have a connection with the community to support it,"Their is technical world of network, so it can be online "
2024-07-01 08:39:42,2024-07-01 08:43:55,IP Address,100,253,True,2024-07-01 08:43:56,R_2Z0pbTfkF5dB6tH,anonymous,EN-GB,Male,<20,100 Level,"Ebonyi state university ","SE, Nigeria",Igbo,,No,,,,,,,,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Institutional support,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,Limits access to valuable educational opportunities,"Reduction and also aids to assist students partake ","Not really "
2024-07-01 08:41:01,2024-07-01 08:45:20,IP Address,100,258,True,2024-07-01 08:45:21,R_8QDz74QXxpRBwmZ,anonymous,EN-GB,Female,20-22,300 Level,Gregory University Uturu,"SE, Nigeria",Others,,Yes,Rarely (Once a year),"Conference invitation letters,Flyers,Journals / Newsletters","SE, Nigeria","Learning opportunity,To maintain skill base,Association related activities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"Less than ₦20,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation)",,"₦10,000 - ₦20,000",Yes,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",,
2024-07-01 11:38:46,2024-07-01 11:49:58,IP Address,100,671,True,2024-07-01 11:49:58,R_8OOW3hnHXtn7SMK,anonymous,EN-GB,Male,<20,300 Level,"Nnamdi Azikiwe University, Awka ","SE, Nigeria",Igbo,,Yes,Rarely (Once a year),"Websites of associations,Flyers,Journals / Newsletters,Personal contact/ colleagues,Newspapers","SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Tourism,Networking,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Institutional support,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students,Others (please specify)",Sponsors should help subsidize the progress. It would be a valuable help,
2024-07-01 11:47:03,2024-07-01 11:51:32,IP Address,100,268,True,2024-07-01 11:51:32,R_8uImzzmjgvhvdv7,anonymous,EN-GB,Female,<20,300 Level,"Ekounimed ","SW, Nigeria",Yoruba,,No,,"Websites of associations,Conference invitation letters,Journals / Newsletters,Personal contact/ colleagues,E-mails / subscriptions",,"To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Tourism,Networking,Association related activities,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"Less than ₦10,000",No,Increases financial strain on students,By making it more affordable and also if it is something that would be done at a particular time during the year they can inform people that want to join can start paying at a smaller rate before the dew date,"if transport or accomodations can be sponsored "
2024-07-01 11:48:44,2024-07-01 12:02:43,IP Address,100,838,True,2024-07-01 12:02:44,R_2Opl3S2B6RQ08xi,anonymous,EN-GB,Female,<20,300 Level,"Nnamdi Azikiwe University, Nnewi Campus","SE, Nigeria",Igbo,,No,,Flyers,"SE, Nigeria,NC, Nigeria",,,"Relevance to my field of study,Financial considerations (registration fees, travel costs, etc.)",,Struggling to meet basic needs.,,"₦41,000 - ₦60,000",,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources,Other (please specify)",Time Factor,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students",Reduction of registration fees and scraping of ''early and late'' registrations.,"Travel distance should be considered, given the number of conferences held yearly by different bodies. I can't leave Anambra just for a one-time event at Lagos or Kano."
2024-07-01 12:00:29,2024-07-01 12:03:15,IP Address,100,165,True,2024-07-01 12:03:16,R_8snOvVq1dgnrWEa,anonymous,EN-GB,Female,<20,100 Level,OSUMSA,"SW, Nigeria",Yoruba,,No,,"Websites of associations,Conference invitation letters",,"To view current research trends and keep up-to-date,Learning opportunity,Tourism,Job opportunities",,"Relevance to my field of study,Networking opportunities,Professional development,Availability of financial support",,Just enough to meet basic needs,,"₦20,000 - ₦40,000",Personal savings,,No,Lack of funding/support from institution or external sources,,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students",By reducing the cost,No
2024-07-01 22:41:08,2024-07-01 23:09:06,IP Address,100,1677,True,2024-07-01 23:09:07,R_8avjv6hQmh0snUB,anonymous,EN-GB,Female,20-22,200 Level,"Lautech ","SW, Nigeria",Yoruba,,Yes,Occasionally (2-3 times a year),Websites of associations,"SW, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Networking,Others (Please specify)",,"Relevance to my field of study,Professional development,Others (please specify)",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Other (please specify)",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Increases financial strain on students",Making the conference meeting free for all insightful student to attend and learn,"Lack and late nformation dissemination to students "
2024-07-02 04:16:45,2024-07-02 04:21:06,IP Address,100,260,True,2024-07-02 04:21:07,R_23ppXi9OtOVNTBM,anonymous,EN-GB,Female,23-26,400 Level,"Federal University Dutse, Jigawa State","NW, Nigeria",Yoruba,,No,,,,,,,,Just enough to meet basic needs,,"Less than ₦20,000",,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses",,"₦21,000 - ₦40,000",No,Contributes to disparities in academic and professional advancement,"I think that the Registration fees should be subsidized,and accomodations should be provided for students that are interested in attending ",No
2024-07-02 08:35:24,2024-07-02 08:42:00,IP Address,100,396,True,2024-07-02 08:42:01,R_2mz2wx8eISMEHC1,anonymous,EN-GB,Male,27-30,600 Level,"Uniport ","SS, Nigeria",Others,,No,,"Conference invitation letters,Flyers,Personal contact/ colleagues","SS, Nigeria,SW, Nigeria","Networking,Association related activities,Job opportunities",,"Networking opportunities,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"Less than ₦20,000",Personal savings,,Yes,"Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Scholarships or paid or subsidised conferences should be made available for medical students,"Thats all for now "
2024-07-02 08:39:55,2024-07-02 08:45:16,IP Address,100,320,True,2024-07-02 08:45:16,R_2CCj25m3mt5H4Er,anonymous,EN-GB,Male,27-30,600 Level,"University of Port Harcourt ","SS, Nigeria",Others,Ijaw,Yes,Rarely (Once a year),Personal contact/ colleagues,"SS, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,Networking",,"Relevance to my field of study,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Grants,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students","Provision of sponsorship for students ",No
2024-07-02 10:18:18,2024-07-02 10:23:03,IP Address,100,284,True,2024-07-02 10:23:04,R_8SxbqvRC31d1sDa,anonymous,EN-GB,Female,23-26,600 Level,"University of Port Harcourt ","SS, Nigeria",Others,,No,,"Websites of associations,Personal contact/ colleagues,Newspapers",,"To view current research trends and keep up-to-date,Learning opportunity,To build resume,To maintain skill base,Networking,Association related activities",,"Relevance to my field of study,Networking opportunities,Professional development,Financial considerations (registration fees, travel costs, etc.),Availability of financial support",,Just enough to meet basic needs,,"Less than ₦20,000",Grants,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"₦10,000 - ₦20,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",,
2024-07-02 14:13:27,2024-07-02 14:21:22,IP Address,100,474,True,2024-07-02 14:21:24,R_8EDVosMwMIxXpG4,anonymous,EN-GB,Female,20-22,200 Level,Olabisi Onabanjo University Teaching Hospital,"SW, Nigeria",Yoruba,,No,Rarely (Once a year),"Flyers,Personal contact/ colleagues","SW, Nigeria","Learning opportunity,To build resume,Networking",,"Relevance to my field of study,Networking opportunities,Financial considerations (registration fees, travel costs, etc.)",,Just enough to meet basic needs,,"Less than ₦20,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,"Less than ₦10,000",No,"Limits access to valuable educational opportunities,Contributes to disparities in academic and professional advancement,Increases financial strain on students",Reducing the registration cost of these conferences,
2024-07-03 00:02:26,2024-07-03 00:04:47,IP Address,100,141,True,2024-07-03 00:04:48,R_8DVKUOhY72JeIZX,anonymous,EN-GB,Male,20-22,400 Level,University of Nigeria,"SE, Nigeria",Igbo,,Yes,Occasionally (2-3 times a year),Flyers,"SE, Nigeria","To view current research trends and keep up-to-date,Learning opportunity,To build resume",,"Relevance to my field of study,Financial considerations (registration fees, travel costs, etc.)",,Struggling to meet basic needs.,,"₦20,000 - ₦40,000",Personal savings,,Yes,"High registration fees,Transportation expenses (transportation, accommodation),Accommodation expenses,Lack of funding/support from institution or external sources",,Not sure,No,"Limits access to valuable educational opportunities,Increases financial strain on students",Making attendance free for medical students,No
